Year,Month,Product,Channel,Platform,Spend,Lead,Clicks,Impressions,Avg_CPL,Avg_CTR,Variance,CPL_Status,CTR_Change,Recommendation
2025,6,Dairy,Facebook,Lead Web,2622.43,0.0,0.0,265617,2622.43,0.0,2602.43,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,6,Dairy,Google,Lead Web,7515.93,321.24,23693.0,6175342,23.39661935001868,0.3836710582183141,3.3966193500186783,Above Benchmark,-0.12428748507258536,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,6,Life,Facebook,Lead Form,7135.13,440.0,0.0,359860,16.216204545454545,0.0,-3.783795454545455,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,6,Life,Facebook,Lead Web,3656.28,0.0,0.0,272032,3656.28,0.0,3636.28,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,6,Life,Google,Lead Form,3007.17,93.0,873.0,33934,32.33516129032258,2.5726410090175045,12.335161290322581,Above Benchmark,-0.6562594024785338,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,6,Life,Google,Lead Web,7194.3,249.21,7948.0,1464892,28.868424220536898,0.542565595279379,8.868424220536898,Above Benchmark,-0.23481942368767006,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,6,Life,Google,Other,504.76,26.99,666.0,7036,18.70174138569841,9.46560545764639,-1.2982586143015915,Below Benchmark,-0.030603592967472615,✓ CPL ổn định - tiếp tục theo dõi
2025,6,Sucrose,Facebook,Lead Form,14892.29,740.0,0.0,1150651,20.124716216216218,0.0,0.12471621621621765,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,6,Sucrose,Facebook,Lead Web,3082.95,0.0,0.0,400060,3082.95,0.0,3062.95,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,6,Sucrose,Google,Lead Web,15352.94,656.18,15628.0,2827208,23.39745191868085,0.5527714975339628,3.3974519186808507,Above Benchmark,0.5983818178064095,✓ Theo dõi thêm kỳ tới
2025,7,Dairy,Facebook,Lead Form,6559.33,408.0,0.0,477961,16.076789215686276,0.0,-3.9232107843137243,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,7,Dairy,Facebook,Lead Web,2024.51,0.0,0.0,208108,2024.51,0.0,2004.51,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,7,Dairy,Google,Lead Web,8969.06,263.77,39859.0,4084876,34.00333623990598,0.9757701335364892,14.003336239905977,Above Benchmark,1.5432466500542312,✓ Theo dõi thêm kỳ tới
2025,7,Life,Facebook,Lead Form,13238.49,764.0,0.0,885168,17.327866492146597,0.0,-2.6721335078534025,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,7,Life,Facebook,Lead Web,852.5699999999999,0.0,0.0,65407,852.5699999999999,0.0,832.5699999999999,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,7,Life,Google,Lead Form,5249.9,209.0,3829.0,332927,25.11913875598086,1.1501019743066798,5.11913875598086,Above Benchmark,-0.5529489072609064,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,7,Life,Google,Lead Web,6843.96,198.99,8561.0,631787,34.39348710990502,1.3550452921633398,14.393487109905017,Above Benchmark,1.4974773630192995,✓ Theo dõi thêm kỳ tới
2025,7,Life,Google,Other,1948.29,77.8,1345.0,13045,25.042287917737788,10.310463779225756,5.042287917737788,Above Benchmark,0.08925560286234857,🎯 CTR ổn định - nên thử nhóm audience mới
2025,7,Sucrose,Facebook,Lead Form,8841.67,247.0,0.0,529719,35.79623481781377,0.0,15.796234817813769,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,7,Sucrose,Facebook,Lead Web,6777.82,0.0,0.0,974792,6777.82,0.0,6757.82,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,7,Sucrose,Google,Lead Web,10972.82,412.24,23158.0,5818733,26.617552881816415,0.3979904216261512,6.617552881816415,Above Benchmark,-0.28000914771894814,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,8,Dairy,Facebook,Lead Form,1283.45,31.0,0.0,78525,41.40161290322581,0.0,21.40161290322581,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,8,Dairy,Facebook,Lead Web,1032.83,0.0,0.0,107248,1032.83,0.0,1012.8299999999999,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,8,Dairy,Google,Lead Web,5020.5,144.43,19069.0,1033674,34.76078377068476,1.8447789148222746,14.76078377068476,Above Benchmark,0.8905875999055555,✓ Theo dõi thêm kỳ tới
2025,8,Life,Facebook,Lead Form,10612.59,884.0,0.0,717489,12.005192307692308,0.0,-7.994807692307692,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,8,Life,Facebook,Lead Web,3480.13,0.0,0.0,321828,3480.13,0.0,3460.13,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,8,Life,Google,Lead Web,7123.84,319.76,16787.0,401380,22.278709031773833,4.1823209925756135,2.2787090317738325,Above Benchmark,2.086480589810033,✓ Theo dõi thêm kỳ tới
2025,8,Life,Google,Other,2150.28,103.2,1397.0,13822,20.83604651162791,10.10707567645782,0.8360465116279094,Above Benchmark,-0.01972637769968577,🎯 CTR ổn định - nên thử nhóm audience mới
2025,8,Sucrose,Facebook,Lead Form,9948.22,290.0,0.0,740365,34.30420689655172,0.0,14.304206896551719,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,8,Sucrose,Facebook,Lead Web,4951.72,0.0,0.0,667288,4951.72,0.0,4931.72,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,8,Sucrose,Google,Lead Web,12946.25,488.2,44176.0,6173647,26.518332650553052,0.7155575950487613,6.518332650553052,Above Benchmark,0.7979266740266275,✓ Theo dõi thêm kỳ tới
2025,9,Dairy,Facebook,Lead Form,2122.59,164.0,0.0,119482,12.942621951219513,0.0,-7.057378048780487,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,9,Dairy,Facebook,Lead Web,362.56,0.0,0.0,37183,362.56,0.0,342.56,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,9,Dairy,Google,Lead Web,971.79,18.3,1737.0,177850,53.10327868852458,0.9766657295473713,33.10327868852458,Above Benchmark,-0.47057844075507393,⚠️ CTR giảm >10% - cần thay nội dung quảng cáo
2025,9,Life,Facebook,Lead Form,18157.18,965.0,0.0,1244396,18.815730569948187,0.0,-1.1842694300518133,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,9,Life,Facebook,Lead Web,224.87,0.0,0.0,11225,224.87,0.0,204.87,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,9,Life,Google,Lead Web,5982.52,307.6,19666.0,437049,19.449024707412224,4.49972428720807,-0.5509752925877756,Below Benchmark,0.07589166283408333,✓ CPL ổn định - tiếp tục theo dõi
2025,9,Life,Google,Other,1383.01,63.0,1166.0,10696,21.952539682539683,10.901271503365745,1.9525396825396832,Above Benchmark,0.07857820128504911,🎯 CTR ổn định - nên thử nhóm audience mới
2025,9,Sucrose,Facebook,Lead Form,5852.43,452.0,0.0,474494,12.947853982300886,0.0,-7.052146017699114,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,9,Sucrose,Facebook,Lead Web,4864.05,0.0,0.0,579004,4864.05,0.0,4844.05,Above Benchmark,,✓ Theo dõi thêm kỳ tới
2025,9,Sucrose,Google,Lead Web,13233.0,502.57,40374.0,6206269,26.33066040551565,0.6505357727807157,6.330660405515651,Above Benchmark,-0.09086874727898686,🎯 CTR ổn định - nên thử nhóm audience mới
2025,10,Life,Facebook,Lead Form,0.0,1.0,0.0,0,0.0,0.0,-20.0,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
2025,10,Sucrose,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,-20.0,Below Benchmark,,✓ CPL ổn định - tiếp tục theo dõi
