Date,Product,Channel,Platform,Spend,Lead,Clicks,Impressions,CPL,CTR,Conversion_Rate
2025-05-06,Life,Facebook,Lead Form,189.97,7.0,0.0,8532,27.138571428571428,0.0,700.0
2025-05-06,Life,Facebook,Lead Web,161.05,0.0,0.0,15467,161.05,0.0,0.0
2025-05-06,Life,Google,Lead Form,110.05,2.0,27.0,277,55.025,9.747292418772563,7.4074074074074066
2025-05-06,Life,Google,Lead Web,300.99,3.05,299.0,44703,98.68524590163935,0.66885891327204,1.020066889632107
2025-05-06,Life,Google,Other,67.34,2.0,54.0,603,33.67,8.955223880597014,3.7037037037037033
2025-05-06,Sucrose,Facebook,Lead Form,332.97,25.0,0.0,40635,13.318800000000001,0.0,2500.0
2025-05-06,Sucrose,Facebook,Lead Web,33.39,0.0,0.0,6095,33.39,0.0,0.0
2025-05-06,Sucrose,Google,Lead Web,300.3,23.85,441.0,110962,12.59119496855346,0.3974333555631658,5.408163265306123
2025-05-07,Dairy,Facebook,Lead Form,261.34000000000003,12.0,0.0,18973,21.778333333333336,0.0,1200.0
2025-05-07,Dairy,Facebook,Lead Web,61.92,0.0,0.0,7077,61.92,0.0,0.0
2025-05-07,Dairy,Google,Lead Web,273.92,15.22,564.0,121354,17.99737187910644,0.46475600309837334,2.6985815602836882
2025-05-07,Life,Facebook,Lead Form,187.97,16.0,0.0,8771,11.748125,0.0,1600.0
2025-05-07,Life,Facebook,Lead Web,164.85,0.0,0.0,16296,164.85,0.0,0.0
2025-05-07,Life,Google,Lead Form,26.39,1.0,17.0,152,26.39,11.18421052631579,5.88235294117647
2025-05-07,Life,Google,Lead Web,274.59,9.57,224.0,28070,28.692789968652033,0.798004987531172,4.272321428571429
2025-05-07,Life,Google,Other,60.86,9.0,57.0,477,6.762222222222222,11.949685534591195,15.789473684210526
2025-05-07,Sucrose,Facebook,Lead Form,322.3,27.0,0.0,37678,11.937037037037037,0.0,2700.0
2025-05-07,Sucrose,Facebook,Lead Web,28.17,0.0,0.0,4959,28.17,0.0,0.0
2025-05-07,Sucrose,Google,Lead Web,325.88,10.55,250.0,63421,30.88909952606635,0.39419119849891987,4.22
2025-05-08,Dairy,Facebook,Lead Form,268.29999999999995,13.0,0.0,19257,20.638461538461534,0.0,1300.0
2025-05-08,Dairy,Facebook,Lead Web,66.22,0.0,0.0,7896,66.22,0.0,0.0
2025-05-08,Dairy,Google,Lead Web,283.9,18.64,470.0,98472,15.230686695278969,0.4772930376147534,3.965957446808511
2025-05-08,Life,Facebook,Lead Form,200.32,9.0,0.0,11532,22.257777777777775,0.0,900.0
2025-05-08,Life,Facebook,Lead Web,150.78,0.0,0.0,14438,150.78,0.0,0.0
2025-05-08,Life,Google,Lead Form,123.4,2.0,36.0,573,61.7,6.282722513089005,5.555555555555555
2025-05-08,Life,Google,Lead Web,187.76,14.76,163.0,15537,12.720867208672086,1.0491085795198558,9.05521472392638
2025-05-08,Life,Google,Other,48.599999999999994,4.0,43.0,669,12.149999999999999,6.427503736920777,9.30232558139535
2025-05-08,Sucrose,Facebook,Lead Form,329.69,24.0,0.0,39408,13.737083333333333,0.0,2400.0
2025-05-08,Sucrose,Facebook,Lead Web,22.65,0.0,0.0,3330,22.65,0.0,0.0
2025-05-08,Sucrose,Google,Lead Web,364.79,32.05,338.0,86816,11.381903276131046,0.3893291559159602,9.482248520710058
2025-05-09,Dairy,Facebook,Lead Form,254.21,11.0,0.0,16078,23.11,0.0,1100.0
2025-05-09,Dairy,Facebook,Lead Web,62.95,0.0,0.0,7195,62.95,0.0,0.0
2025-05-09,Dairy,Google,Lead Web,91.82,2.53,115.0,19446,36.29249011857708,0.5913812609276972,2.1999999999999997
2025-05-09,Life,Facebook,Lead Form,187.35000000000002,6.0,0.0,9851,31.225000000000005,0.0,600.0
2025-05-09,Life,Facebook,Lead Web,123.58,0.0,0.0,10664,123.58,0.0,0.0
2025-05-09,Life,Google,Lead Form,143.23,6.0,45.0,602,23.871666666666666,7.475083056478406,13.333333333333334
2025-05-09,Life,Google,Lead Web,231.19,8.68,296.0,38664,26.63479262672811,0.7655700393130561,2.9324324324324325
2025-05-09,Life,Google,Other,62.74,0.0,56.0,493,62.74,11.359026369168356,0.0
2025-05-09,Sucrose,Facebook,Lead Form,316.46,19.0,0.0,32140,16.65578947368421,0.0,1900.0
2025-05-09,Sucrose,Facebook,Lead Web,68.49,0.0,0.0,10974,68.49,0.0,0.0
2025-05-09,Sucrose,Google,Lead Web,706.93,47.41,481.0,156834,14.910989242775786,0.306693701620822,9.856548856548855
2025-05-10,Dairy,Facebook,Lead Form,282.21000000000004,20.0,0.0,21470,14.110500000000002,0.0,2000.0
2025-05-10,Dairy,Facebook,Lead Web,66.58,0.0,0.0,7563,66.58,0.0,0.0
2025-05-10,Dairy,Google,Lead Web,77.11,13.19,107.0,12829,5.846095526914329,0.8340478603164706,12.327102803738317
2025-05-10,Life,Facebook,Lead Form,197.44,8.0,0.0,9650,24.68,0.0,800.0
2025-05-10,Life,Facebook,Lead Web,125.08,0.0,0.0,9726,125.08,0.0,0.0
2025-05-10,Life,Google,Lead Form,162.13,4.0,46.0,649,40.5325,7.0878274268104775,8.695652173913043
2025-05-10,Life,Google,Lead Web,295.09,6.58,345.0,45957,44.846504559270514,0.7507017429336118,1.9072463768115944
2025-05-10,Life,Google,Other,53.62,2.0,50.0,557,26.81,8.976660682226212,4.0
2025-05-10,Sucrose,Facebook,Lead Form,340.13,17.0,0.0,34003,20.00764705882353,0.0,1700.0
2025-05-10,Sucrose,Facebook,Lead Web,113.49,0.0,0.0,14885,113.49,0.0,0.0
2025-05-10,Sucrose,Google,Lead Web,262.06,16.24,328.0,85519,16.136699507389164,0.3835404997719805,4.951219512195122
2025-05-11,Dairy,Facebook,Lead Form,279.95,7.0,0.0,22807,39.99285714285714,0.0,700.0
2025-05-11,Dairy,Facebook,Lead Web,68.61,0.0,0.0,7445,68.61,0.0,0.0
2025-05-11,Dairy,Google,Lead Web,81.27,1.62,118.0,16595,50.166666666666664,0.7110575474540524,1.3728813559322035
2025-05-11,Life,Facebook,Lead Form,209.26999999999998,11.0,0.0,11399,19.024545454545454,0.0,1100.0
2025-05-11,Life,Facebook,Lead Web,126.92,0.0,0.0,9402,126.92,0.0,0.0
2025-05-11,Life,Google,Lead Form,119.18,7.0,37.0,582,17.025714285714287,6.357388316151202,18.91891891891892
2025-05-11,Life,Google,Lead Web,221.3,5.14,214.0,23690,43.05447470817121,0.9033347403967918,2.4018691588785046
2025-05-11,Life,Google,Other,66.69,2.0,54.0,580,33.345,9.310344827586208,3.7037037037037033
2025-05-11,Sucrose,Facebook,Lead Form,347.75,23.0,0.0,36669,15.119565217391305,0.0,2300.0
2025-05-11,Sucrose,Facebook,Lead Web,116.37,0.0,0.0,14235,116.37,0.0,0.0
2025-05-11,Sucrose,Google,Lead Web,244.78,19.98,277.0,63743,12.25125125125125,0.43455752004141635,7.212996389891697
2025-05-12,Dairy,Facebook,Lead Form,258.06,8.0,0.0,18777,32.2575,0.0,800.0
2025-05-12,Dairy,Facebook,Lead Web,64.36,0.0,0.0,8251,64.36,0.0,0.0
2025-05-12,Dairy,Google,Lead Web,145.49,3.1,143.0,27020,46.932258064516134,0.5292376017764618,2.167832167832168
2025-05-12,Life,Facebook,Lead Form,205.8,10.0,0.0,12497,20.580000000000002,0.0,1000.0
2025-05-12,Life,Facebook,Lead Web,117.88,0.0,0.0,9866,117.88,0.0,0.0
2025-05-12,Life,Google,Lead Form,171.79,3.0,67.0,718,57.26333333333333,9.331476323119778,4.477611940298507
2025-05-12,Life,Google,Lead Web,148.65,7.01,153.0,12078,21.205420827389446,1.2667660208643814,4.5816993464052285
2025-05-12,Life,Google,Other,79.51,2.0,69.0,727,39.755,9.491059147180192,2.898550724637681
2025-05-12,Sucrose,Facebook,Lead Form,335.82,13.0,0.0,35829,25.83230769230769,0.0,1300.0
2025-05-12,Sucrose,Facebook,Lead Web,121.09,0.0,0.0,16064,121.09,0.0,0.0
2025-05-12,Sucrose,Google,Lead Web,332.64,27.98,601.0,133506,11.888491779842743,0.4501670336913697,4.655574043261232
2025-05-13,Dairy,Facebook,Lead Form,258.83000000000004,16.0,0.0,16246,16.176875000000003,0.0,1600.0
2025-05-13,Dairy,Facebook,Lead Web,64.23,0.0,0.0,8111,64.23,0.0,0.0
2025-05-13,Dairy,Google,Lead Web,242.16,11.2,255.0,48276,21.621428571428574,0.5282127765349242,4.3921568627450975
2025-05-13,Life,Facebook,Lead Form,186.12,9.0,0.0,10553,20.68,0.0,900.0
2025-05-13,Life,Facebook,Lead Web,120.07,0.0,0.0,10758,120.07,0.0,0.0
2025-05-13,Life,Google,Lead Form,157.51,4.0,58.0,862,39.3775,6.728538283062645,6.896551724137931
2025-05-13,Life,Google,Lead Web,158.02,7.0,116.0,10487,22.574285714285715,1.1061314007819205,6.0344827586206895
2025-05-13,Life,Google,Other,78.12,3.0,67.0,627,26.040000000000003,10.685805422647528,4.477611940298507
2025-05-13,Sucrose,Facebook,Lead Form,323.06,25.0,0.0,32774,12.9224,0.0,2500.0
2025-05-13,Sucrose,Facebook,Lead Web,124.73,0.0,0.0,17219,124.73,0.0,0.0
2025-05-13,Sucrose,Google,Lead Web,388.64,19.36,675.0,142212,20.074380165289256,0.4746434900008438,2.868148148148148
2025-05-14,Dairy,Facebook,Lead Form,262.65999999999997,10.0,0.0,18029,26.266,0.0,1000.0
2025-05-14,Dairy,Facebook,Lead Web,63.79,0.0,0.0,6811,63.79,0.0,0.0
2025-05-14,Dairy,Google,Lead Web,169.85,5.97,194.0,31918,28.450586264656618,0.607807506736011,3.077319587628866
2025-05-14,Life,Facebook,Lead Form,202.45,3.0,0.0,11897,67.48333333333333,0.0,300.0
2025-05-14,Life,Facebook,Lead Web,113.93,0.0,0.0,7910,113.93,0.0,0.0
2025-05-14,Life,Google,Lead Form,169.28,2.0,49.0,769,84.64,6.371911573472041,4.081632653061225
2025-05-14,Life,Google,Lead Web,141.66,5.89,107.0,9213,24.0509337860781,1.1614023662216433,5.5046728971962615
2025-05-14,Life,Google,Other,68.78,1.0,47.0,512,68.78,9.1796875,2.127659574468085
2025-05-14,Sucrose,Facebook,Lead Form,321.42,17.0,0.0,29424,18.90705882352941,0.0,1700.0
2025-05-14,Sucrose,Facebook,Lead Web,115.73,0.0,0.0,15147,115.73,0.0,0.0
2025-05-14,Sucrose,Google,Lead Web,610.63,36.83,1435.0,436261,16.57969046972577,0.3289315341045842,2.5665505226480834
2025-05-15,Dairy,Facebook,Lead Form,227.82,12.0,0.0,14704,18.985,0.0,1200.0
2025-05-15,Dairy,Facebook,Lead Web,64.69,0.0,0.0,7180,64.69,0.0,0.0
2025-05-15,Dairy,Google,Lead Web,126.14,5.04,149.0,29099,25.02777777777778,0.5120450874600502,3.3825503355704702
2025-05-15,Life,Facebook,Lead Form,186.48000000000002,5.0,0.0,11338,37.29600000000001,0.0,500.0
2025-05-15,Life,Facebook,Lead Web,121.23,0.0,0.0,8339,121.23,0.0,0.0
2025-05-15,Life,Google,Lead Form,174.79,12.0,50.0,799,14.565833333333332,6.25782227784731,24.0
2025-05-15,Life,Google,Lead Web,247.66,12.63,205.0,23862,19.608867775138556,0.859106529209622,6.160975609756099
2025-05-15,Life,Google,Other,63.33,2.0,55.0,526,31.665,10.456273764258556,3.6363636363636362
2025-05-15,Sucrose,Facebook,Lead Form,323.92,26.0,0.0,30706,12.458461538461538,0.0,2600.0
2025-05-15,Sucrose,Facebook,Lead Web,117.55,0.0,0.0,13609,117.55,0.0,0.0
2025-05-15,Sucrose,Google,Lead Web,639.21,32.46,1338.0,520444,19.692236598890943,0.2570881785552336,2.4260089686098656
2025-05-16,Dairy,Facebook,Lead Form,189.18,10.0,0.0,11623,18.918,0.0,1000.0
2025-05-16,Dairy,Facebook,Lead Web,62.59,0.0,0.0,7952,62.59,0.0,0.0
2025-05-16,Dairy,Google,Lead Web,145.67,11.27,258.0,44408,12.925465838509316,0.5809764006485317,4.368217054263566
2025-05-16,Life,Facebook,Lead Form,186.13,10.0,0.0,11366,18.613,0.0,1000.0
2025-05-16,Life,Facebook,Lead Web,116.08,0.0,0.0,8415,116.08,0.0,0.0
2025-05-16,Life,Google,Lead Form,289.99,8.0,89.0,963,36.24875,9.241952232606438,8.98876404494382
2025-05-16,Life,Google,Lead Web,252.31,15.66,206.0,28308,16.1117496807152,0.7277094814186803,7.601941747572816
2025-05-16,Life,Google,Other,51.17,1.0,52.0,547,51.17,9.506398537477148,1.9230769230769231
2025-05-16,Sucrose,Facebook,Lead Form,306.04,16.0,0.0,26510,19.1275,0.0,1600.0
2025-05-16,Sucrose,Facebook,Lead Web,123.11,0.0,0.0,16153,123.11,0.0,0.0
2025-05-16,Sucrose,Google,Lead Web,214.93,11.39,175.0,47101,18.87006145741879,0.3715420054775907,6.508571428571429
2025-05-17,Dairy,Facebook,Lead Form,222.68,13.0,0.0,12325,17.12923076923077,0.0,1300.0
2025-05-17,Dairy,Facebook,Lead Web,65.16,0.0,0.0,7359,65.16,0.0,0.0
2025-05-17,Dairy,Google,Lead Web,95.63,7.04,125.0,20414,13.583806818181818,0.6123248750857255,5.632000000000001
2025-05-17,Life,Facebook,Lead Form,187.57,8.0,0.0,10640,23.44625,0.0,800.0
2025-05-17,Life,Facebook,Lead Web,124.47,0.0,0.0,8540,124.47,0.0,0.0
2025-05-17,Life,Google,Lead Form,192.37,7.0,74.0,914,27.481428571428573,8.096280087527353,9.45945945945946
2025-05-17,Life,Google,Lead Web,303.93,20.84,265.0,25417,14.58397312859885,1.04260927725538,7.8641509433962264
2025-05-17,Life,Google,Other,59.97,1.0,50.0,605,59.97,8.264462809917356,2.0
2025-05-17,Sucrose,Facebook,Lead Form,346.37,25.0,0.0,27340,13.854800000000001,0.0,2500.0
2025-05-17,Sucrose,Facebook,Lead Web,136.57,0.0,0.0,19264,136.57,0.0,0.0
2025-05-17,Sucrose,Google,Lead Web,662.34,42.57,2008.0,767190,15.558844256518675,0.26173438131362503,2.1200199203187253
2025-05-18,Dairy,Facebook,Lead Form,196.92,19.0,0.0,13992,10.364210526315789,0.0,1900.0
2025-05-18,Dairy,Facebook,Lead Web,64.57,0.0,0.0,8408,64.57,0.0,0.0
2025-05-18,Dairy,Google,Lead Web,70.42,5.09,120.0,18142,13.834970530451868,0.661448572373498,4.241666666666666
2025-05-18,Life,Facebook,Lead Form,202.03,9.0,0.0,11056,22.447777777777777,0.0,900.0
2025-05-18,Life,Facebook,Lead Web,106.08,0.0,0.0,8190,106.08,0.0,0.0
2025-05-18,Life,Google,Lead Form,172.83,2.0,72.0,966,86.415,7.453416149068323,2.7777777777777777
2025-05-18,Life,Google,Lead Web,593.49,20.38,1038.0,221764,29.12119725220805,0.4680651503400011,1.9633911368015413
2025-05-18,Life,Google,Other,57.230000000000004,3.0,47.0,545,19.076666666666668,8.623853211009175,6.382978723404255
2025-05-18,Sucrose,Facebook,Lead Form,327.21,23.0,0.0,28852,14.226521739130433,0.0,2300.0
2025-05-18,Sucrose,Facebook,Lead Web,122.0,0.0,0.0,17741,122.0,0.0,0.0
2025-05-18,Sucrose,Google,Lead Web,379.41,29.67,1216.0,390910,12.787664307381194,0.311069044025479,2.439967105263158
2025-05-19,Dairy,Facebook,Lead Form,207.89,13.0,0.0,13504,15.991538461538461,0.0,1300.0
2025-05-19,Dairy,Facebook,Lead Web,62.42,0.0,0.0,8394,62.42,0.0,0.0
2025-05-19,Dairy,Google,Lead Web,146.51,7.98,236.0,43946,18.359649122807017,0.537022709689164,3.38135593220339
2025-05-19,Life,Facebook,Lead Form,208.53,8.0,0.0,11727,26.06625,0.0,800.0
2025-05-19,Life,Facebook,Lead Web,120.09,0.0,0.0,9986,120.09,0.0,0.0
2025-05-19,Life,Google,Lead Form,368.21,6.0,102.0,1234,61.36833333333333,8.26580226904376,5.88235294117647
2025-05-19,Life,Google,Lead Web,740.35,30.26,1082.0,214418,24.46629213483146,0.504621813467153,2.7966728280961184
2025-05-19,Life,Google,Other,37.82,1.0,29.0,270,37.82,10.74074074074074,3.4482758620689653
2025-05-19,Sucrose,Facebook,Lead Form,321.52,23.0,0.0,28457,13.979130434782608,0.0,2300.0
2025-05-19,Sucrose,Facebook,Lead Web,118.63,0.0,0.0,17625,118.63,0.0,0.0
2025-05-19,Sucrose,Google,Lead Web,442.96,22.97,950.0,306031,19.284283848498042,0.3104260679473648,2.417894736842105
2025-05-20,Dairy,Facebook,Lead Form,192.73000000000002,7.0,0.0,12712,27.532857142857146,0.0,700.0
2025-05-20,Dairy,Facebook,Lead Web,61.59,0.0,0.0,8066,61.59,0.0,0.0
2025-05-20,Dairy,Google,Lead Web,143.41,10.13,502.0,126145,14.15695952615992,0.397954734630782,2.0179282868525896
2025-05-20,Life,Facebook,Lead Form,244.38,10.0,0.0,14322,24.438,0.0,1000.0
2025-05-20,Life,Facebook,Lead Web,115.79,0.0,0.0,9916,115.79,0.0,0.0
2025-05-20,Life,Google,Lead Form,207.87,11.0,64.0,884,18.89727272727273,7.239819004524888,17.1875
2025-05-20,Life,Google,Lead Web,713.96,28.68,764.0,121323,24.89400278940028,0.629723960007583,3.7539267015706805
2025-05-20,Life,Google,Other,25.43,1.0,25.0,204,25.43,12.254901960784313,4.0
2025-05-20,Sucrose,Facebook,Lead Form,309.86,22.0,0.0,27559,14.084545454545456,0.0,2200.0
2025-05-20,Sucrose,Facebook,Lead Web,111.02,0.0,0.0,17587,111.02,0.0,0.0
2025-05-20,Sucrose,Google,Lead Web,760.43,51.76,1789.0,518974,14.69146058732612,0.34471861788837205,2.8932364449413077
2025-05-21,Dairy,Facebook,Lead Form,201.45,10.0,0.0,12348,20.145,0.0,1000.0
2025-05-21,Dairy,Facebook,Lead Web,62.62,0.0,0.0,7951,62.62,0.0,0.0
2025-05-21,Dairy,Google,Lead Web,256.12,13.46,609.0,182767,19.028231797919762,0.33321113767802724,2.2101806239737276
2025-05-21,Life,Facebook,Lead Form,205.88,8.0,0.0,10143,25.735,0.0,800.0
2025-05-21,Life,Facebook,Lead Web,117.04,0.0,0.0,9876,117.04,0.0,0.0
2025-05-21,Life,Google,Lead Form,264.37,3.0,84.0,1049,88.12333333333333,8.007626310772164,3.571428571428571
2025-05-21,Life,Google,Lead Web,525.82,20.87,443.0,46482,25.19501677048395,0.9530570973710253,4.711060948081265
2025-05-21,Life,Google,Other,24.82,1.0,22.0,233,24.82,9.44206008583691,4.545454545454546
2025-05-21,Sucrose,Facebook,Lead Form,299.57,27.0,0.0,27955,11.095185185185185,0.0,2700.0
2025-05-21,Sucrose,Facebook,Lead Web,114.65,0.0,0.0,17344,114.65,0.0,0.0
2025-05-21,Sucrose,Google,Lead Web,668.79,43.11,1419.0,397906,15.51356993736952,0.35661688941609326,3.0380549682875264
2025-05-22,Dairy,Facebook,Lead Form,192.07999999999998,10.0,0.0,12646,19.208,0.0,1000.0
2025-05-22,Dairy,Facebook,Lead Web,64.68,0.0,0.0,6727,64.68,0.0,0.0
2025-05-22,Dairy,Google,Lead Web,225.73,13.04,616.0,169901,17.31058282208589,0.3625640814356596,2.1168831168831166
2025-05-22,Life,Facebook,Lead Form,186.42000000000002,8.0,0.0,9022,23.302500000000002,0.0,800.0
2025-05-22,Life,Facebook,Lead Web,126.01,0.0,0.0,9054,126.01,0.0,0.0
2025-05-22,Life,Google,Lead Form,46.22,1.0,10.0,168,46.22,5.952380952380952,10.0
2025-05-22,Life,Google,Lead Web,546.5,22.05,561.0,42978,24.784580498866212,1.3053190004188189,3.93048128342246
2025-05-22,Life,Google,Other,4.38,0.0,6.0,60,4.38,10.0,0.0
2025-05-22,Sucrose,Facebook,Lead Form,304.47,13.0,0.0,25582,23.42076923076923,0.0,1300.0
2025-05-22,Sucrose,Facebook,Lead Web,109.56,0.0,0.0,14696,109.56,0.0,0.0
2025-05-22,Sucrose,Google,Lead Web,589.02,40.95,1087.0,294869,14.383882783882783,0.36863827665844834,3.767249310027599
2025-05-23,Dairy,Facebook,Lead Form,209.01,25.0,0.0,13102,8.3604,0.0,2500.0
2025-05-23,Dairy,Facebook,Lead Web,61.02,0.0,0.0,6805,61.02,0.0,0.0
2025-05-23,Dairy,Google,Lead Web,184.45,11.11,620.0,193711,16.602160216021602,0.3200644258715303,1.7919354838709676
2025-05-23,Life,Facebook,Lead Form,203.63,11.0,0.0,10295,18.51181818181818,0.0,1100.0
2025-05-23,Life,Facebook,Lead Web,121.67,0.0,0.0,10035,121.67,0.0,0.0
2025-05-23,Life,Google,Lead Form,212.34,9.0,57.0,781,23.593333333333334,7.298335467349553,15.789473684210526
2025-05-23,Life,Google,Lead Web,685.91,23.6,652.0,50507,29.063983050847455,1.2909101708674047,3.6196319018404908
2025-05-23,Life,Google,Other,36.0,4.0,42.0,451,9.0,9.312638580931264,9.523809523809524
2025-05-23,Sucrose,Facebook,Lead Form,326.11,34.0,0.0,26950,9.591470588235294,0.0,3400.0
2025-05-23,Sucrose,Facebook,Lead Web,87.93,0.0,0.0,14698,87.93,0.0,0.0
2025-05-23,Sucrose,Google,Lead Web,787.01,36.75,1812.0,485795,21.415238095238095,0.37299684023096163,2.0281456953642385
2025-05-24,Dairy,Facebook,Lead Form,201.93,13.0,0.0,11626,15.533076923076923,0.0,1300.0
2025-05-24,Dairy,Facebook,Lead Web,68.8,0.0,0.0,6141,68.8,0.0,0.0
2025-05-24,Dairy,Google,Lead Web,128.53,7.81,479.0,136457,16.457106274007682,0.3510263306389559,1.6304801670146136
2025-05-24,Life,Facebook,Lead Form,192.42000000000002,12.0,0.0,8805,16.035,0.0,1200.0
2025-05-24,Life,Facebook,Lead Web,130.45,0.0,0.0,7326,130.45,0.0,0.0
2025-05-24,Life,Google,Lead Form,261.34,9.0,76.0,927,29.037777777777777,8.198489751887811,11.842105263157894
2025-05-24,Life,Google,Lead Web,403.02,25.56,352.0,29474,15.767605633802816,1.1942729185044445,7.261363636363637
2025-05-24,Life,Google,Other,23.89,0.0,25.0,428,23.89,5.841121495327103,0.0
2025-05-24,Sucrose,Facebook,Lead Form,337.36,30.0,0.0,25696,11.245333333333333,0.0,3000.0
2025-05-24,Sucrose,Facebook,Lead Web,138.29,0.0,0.0,18683,138.29,0.0,0.0
2025-05-24,Sucrose,Google,Lead Web,564.5,19.76,1094.0,284179,28.567813765182184,0.38496862892754213,1.8062157221206583
2025-05-25,Dairy,Facebook,Lead Form,200.44,13.0,0.0,11453,15.418461538461539,0.0,1300.0
2025-05-25,Dairy,Facebook,Lead Web,68.87,0.0,0.0,6981,68.87,0.0,0.0
2025-05-25,Life,Facebook,Lead Form,188.57999999999998,13.0,0.0,9209,14.506153846153845,0.0,1300.0
2025-05-25,Life,Facebook,Lead Web,126.59,0.0,0.0,8020,126.59,0.0,0.0
2025-05-25,Life,Google,Lead Form,180.4,6.0,61.0,1100,30.066666666666666,5.545454545454546,9.836065573770492
2025-05-25,Life,Google,Other,33.230000000000004,4.0,43.0,475,8.307500000000001,9.05263157894737,9.30232558139535
2025-05-25,Sucrose,Facebook,Lead Form,316.35,18.0,0.0,26493,17.575000000000003,0.0,1800.0
2025-05-25,Sucrose,Facebook,Lead Web,121.89,0.0,0.0,16772,121.89,0.0,0.0
2025-05-26,Dairy,Facebook,Lead Form,323.76,22.0,0.0,21959,14.716363636363637,0.0,2200.0
2025-05-26,Dairy,Facebook,Lead Web,65.62,0.0,0.0,6557,65.62,0.0,0.0
2025-05-26,Dairy,Google,Lead Web,0.29,0.0,0.0,72,0.29,0.0,0.0
2025-05-26,Life,Facebook,Lead Form,162.85000000000002,13.0,0.0,7659,12.52692307692308,0.0,1300.0
2025-05-26,Life,Facebook,Lead Web,115.24,0.0,0.0,7953,115.24,0.0,0.0
2025-05-26,Life,Google,Lead Form,232.31,2.0,85.0,1211,116.155,7.018992568125516,2.3529411764705883
2025-05-26,Life,Google,Lead Web,0.2,0.0,0.0,27,0.2,0.0,0.0
2025-05-26,Life,Google,Other,20.509999999999998,3.0,34.0,273,6.836666666666666,12.454212454212454,8.823529411764707
2025-05-26,Sucrose,Facebook,Lead Form,309.45,26.0,0.0,26276,11.901923076923076,0.0,2600.0
2025-05-26,Sucrose,Facebook,Lead Web,88.17,0.0,0.0,11836,88.17,0.0,0.0
2025-05-26,Sucrose,Google,Lead Web,0.01,0.0,0.0,9,0.01,0.0,0.0
2025-05-27,Dairy,Facebook,Lead Form,590.81,20.0,0.0,40475,29.540499999999998,0.0,2000.0
2025-05-27,Dairy,Facebook,Lead Web,62.84,0.0,0.0,6801,62.84,0.0,0.0
2025-05-27,Life,Facebook,Lead Form,134.53,7.0,0.0,7474,19.21857142857143,0.0,700.0
2025-05-27,Life,Facebook,Lead Web,117.27,1.0,0.0,9745,117.27,0.0,100.0
2025-05-27,Life,Google,Other,0.04,0.0,1.0,5,0.04,20.0,0.0
2025-05-27,Sucrose,Facebook,Lead Form,311.52,27.0,0.0,26385,11.537777777777777,0.0,2700.0
2025-05-27,Sucrose,Facebook,Lead Web,69.63,0.0,0.0,9761,69.63,0.0,0.0
2025-05-28,Dairy,Facebook,Lead Form,555.14,28.0,0.0,40424,19.826428571428572,0.0,2800.0
2025-05-28,Dairy,Facebook,Lead Web,54.42,0.0,0.0,6331,54.42,0.0,0.0
2025-05-28,Life,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-28,Life,Facebook,Lead Web,116.92,0.0,0.0,7335,116.92,0.0,0.0
2025-05-28,Life,Google,Lead Form,0.0,0.0,0.0,4,0.0,0.0,0.0
2025-05-28,Life,Google,Other,10.15,13.0,16.0,198,0.7807692307692308,8.080808080808081,81.25
2025-05-28,Sucrose,Facebook,Lead Form,398.48,22.0,0.0,33190,18.112727272727273,0.0,2200.0
2025-05-28,Sucrose,Facebook,Lead Web,82.62,0.0,0.0,11731,82.62,0.0,0.0
2025-05-29,Dairy,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-29,Dairy,Facebook,Lead Web,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-29,Life,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-29,Life,Facebook,Lead Web,124.8,0.0,0.0,7533,124.8,0.0,0.0
2025-05-29,Life,Google,Other,28.849999999999998,0.0,59.0,586,28.849999999999998,10.06825938566553,0.0
2025-05-29,Sucrose,Facebook,Lead Form,1277.82,78.0,0.0,112487,16.38230769230769,0.0,7800.0
2025-05-29,Sucrose,Facebook,Lead Web,96.98,0.0,0.0,14301,96.98,0.0,0.0
2025-05-30,Dairy,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-30,Dairy,Facebook,Lead Web,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-30,Life,Facebook,Lead Form,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-05-30,Life,Facebook,Lead Web,115.9,0.0,0.0,7248,115.9,0.0,0.0
2025-05-30,Life,Google,Other,45.39,6.0,69.0,507,7.565,13.609467455621301,8.695652173913043
2025-05-30,Sucrose,Facebook,Lead Form,1274.44,64.0,0.0,104336,19.913125,0.0,6400.0
2025-05-30,Sucrose,Facebook,Lead Web,130.78,0.0,0.0,16991,130.78,0.0,0.0
2025-05-31,Dairy,Facebook,Lead Form,179.12,10.0,0.0,12746,17.912,0.0,1000.0
2025-05-31,Dairy,Facebook,Lead Web,227.97,0.0,0.0,23268,227.97,0.0,0.0
2025-05-31,Life,Facebook,Lead Form,71.31,4.0,0.0,2982,17.8275,0.0,400.0
2025-05-31,Life,Facebook,Lead Web,259.63,0.0,0.0,16884,259.63,0.0,0.0
2025-05-31,Life,Google,Other,26.21,9.0,39.0,380,2.9122222222222223,10.263157894736842,23.076923076923077
