Date,Product,Channel,Platform,Spend,Lead,Clicks,Impressions,CPL,CTR,Conversion_Rate
2025-03-13,Life,Facebook,Lead Web,144.54,0.0,0.0,9967,144.54,0.0,0.0
2025-03-13,Life,Google,Lead Form,29.7,1.0,11.0,208,29.7,5.288461538461538,9.090909090909092
2025-03-13,Life,Google,Lead Web,288.98,19.34,238.0,19638,14.942088934850053,1.2119360423668397,8.126050420168067
2025-03-13,Life,Google,Other,74.63,1.0,51.0,447,74.63,11.409395973154362,1.9607843137254901
2025-03-13,Sucrose,Facebook,Lead Form,111.04,19.0,0.0,10644,5.8442105263157895,0.0,1900.0
2025-03-13,Sucrose,Facebook,Lead Web,83.22,0.0,0.0,11593,83.22,0.0,0.0
2025-03-13,Sucrose,Google,Lead Web,229.99,16.68,596.0,113123,13.788369304556356,0.5268601433837504,2.7986577181208054
2025-03-14,Dairy,Facebook,Lead Form,251.1,10.0,0.0,18527,25.11,0.0,1000.0
2025-03-14,Dairy,Facebook,Lead Web,23.5,0.0,0.0,2426,23.5,0.0,0.0
2025-03-14,Dairy,Google,Lead Web,122.69,11.42,484.0,112699,10.743432574430823,0.4294625506881161,2.359504132231405
2025-03-14,Life,Facebook,Lead Form,332.02000000000004,16.0,0.0,36410,20.751250000000002,0.0,1600.0
2025-03-14,Life,Facebook,Lead Web,130.54,0.0,0.0,9812,130.54,0.0,0.0
2025-03-14,Life,Google,Lead Form,21.51,1.0,10.0,185,21.51,5.405405405405405,10.0
2025-03-14,Life,Google,Lead Web,284.77,21.78,341.0,33776,13.074839302112029,1.0095926101373756,6.387096774193549
2025-03-14,Life,Google,Other,93.21000000000001,4.0,60.0,465,23.302500000000002,12.903225806451612,6.666666666666667
2025-03-14,Sucrose,Facebook,Lead Form,105.17,9.0,0.0,9054,11.685555555555556,0.0,900.0
2025-03-14,Sucrose,Facebook,Lead Web,78.93,0.0,0.0,10410,78.93,0.0,0.0
2025-03-14,Sucrose,Google,Lead Web,284.03,17.84,878.0,160982,15.920964125560536,0.5454025915940913,2.031890660592255
2025-03-15,Dairy,Facebook,Lead Form,187.89,9.0,0.0,13316,20.876666666666665,0.0,900.0
2025-03-15,Dairy,Facebook,Lead Web,12.31,0.0,0.0,1205,12.31,0.0,0.0
2025-03-15,Dairy,Google,Lead Web,109.66,9.1,392.0,89683,12.05054945054945,0.43709510163576154,2.3214285714285716
2025-03-15,Life,Facebook,Lead Form,253.10999999999999,18.0,0.0,24068,14.061666666666666,0.0,1800.0
2025-03-15,Life,Facebook,Lead Web,127.59,0.0,0.0,9218,127.59,0.0,0.0
2025-03-15,Life,Google,Lead Form,28.64,0.0,12.0,219,28.64,5.47945205479452,0.0
2025-03-15,Life,Google,Lead Web,305.2,13.97,258.0,26435,21.846814602720112,0.9759788159636845,5.4147286821705425
2025-03-15,Life,Google,Other,72.89,1.0,49.0,366,72.89,13.387978142076504,2.0408163265306123
2025-03-15,Sucrose,Facebook,Lead Form,225.77,19.0,0.0,22452,11.882631578947368,0.0,1900.0
2025-03-15,Sucrose,Facebook,Lead Web,199.86,0.0,0.0,22966,199.86,0.0,0.0
2025-03-15,Sucrose,Google,Lead Web,237.49,20.26,498.0,89313,11.722112537018756,0.5575896006180512,4.068273092369478
2025-03-16,Dairy,Facebook,Lead Form,183.41,12.0,0.0,12712,15.284166666666666,0.0,1200.0
2025-03-16,Dairy,Facebook,Lead Web,19.71,0.0,0.0,2492,19.71,0.0,0.0
2025-03-16,Dairy,Google,Lead Web,100.72999999999999,1.97,376.0,86996,51.13197969543147,0.43220377948411426,0.523936170212766
2025-03-16,Life,Facebook,Lead Form,241.16,9.0,0.0,29172,26.795555555555556,0.0,900.0
2025-03-16,Life,Facebook,Lead Web,125.82,0.0,0.0,8357,125.82,0.0,0.0
2025-03-16,Life,Google,Lead Web,173.97,8.01,188.0,21592,21.719101123595507,0.8706928492034086,4.26063829787234
2025-03-16,Life,Google,Other,76.89,2.0,60.0,477,38.445,12.578616352201259,3.3333333333333335
2025-03-16,Sucrose,Facebook,Lead Form,354.73,37.0,0.0,34743,9.587297297297297,0.0,3700.0
2025-03-16,Sucrose,Facebook,Lead Web,191.88,0.0,0.0,23628,191.88,0.0,0.0
2025-03-16,Sucrose,Google,Lead Web,85.23,6.74,122.0,22384,12.64540059347181,0.5450321658327376,5.524590163934427
2025-03-17,Dairy,Facebook,Lead Form,154.03,6.0,0.0,9614,25.671666666666667,0.0,600.0
2025-03-17,Dairy,Facebook,Lead Web,17.38,0.0,0.0,1891,17.38,0.0,0.0
2025-03-17,Dairy,Google,Lead Web,107.96,7.0,309.0,56389,15.422857142857142,0.5479792158045009,2.26537216828479
2025-03-17,Life,Facebook,Lead Form,147.51,9.0,0.0,15983,16.39,0.0,900.0
2025-03-17,Life,Facebook,Lead Web,129.71,0.0,0.0,9340,129.71,0.0,0.0
2025-03-17,Life,Google,Lead Form,6.62,1.0,4.0,113,6.62,3.5398230088495577,25.0
2025-03-17,Life,Google,Lead Web,336.67,12.03,421.0,39900,27.985868661679138,1.055137844611529,2.857482185273159
2025-03-17,Life,Google,Other,71.96000000000001,1.0,50.0,432,71.96000000000001,11.574074074074074,2.0
2025-03-17,Sucrose,Facebook,Lead Form,416.4,32.0,0.0,44109,13.0125,0.0,3200.0
2025-03-17,Sucrose,Facebook,Lead Web,220.96,0.0,0.0,27377,220.96,0.0,0.0
2025-03-17,Sucrose,Google,Lead Web,291.71,24.6,506.0,80198,11.858130081300812,0.6309384273922043,4.861660079051384
2025-03-18,Dairy,Facebook,Lead Form,149.91,12.0,0.0,7676,12.4925,0.0,1200.0
2025-03-18,Dairy,Facebook,Lead Web,12.69,0.0,0.0,1444,12.69,0.0,0.0
2025-03-18,Dairy,Google,Lead Web,124.07000000000001,8.02,538.0,115031,15.470074812967583,0.46770001130130134,1.4907063197026023
2025-03-18,Life,Facebook,Lead Form,72.38,4.0,0.0,3800,18.095,0.0,400.0
2025-03-18,Life,Facebook,Lead Web,140.06,0.0,0.0,10083,140.06,0.0,0.0
2025-03-18,Life,Google,Lead Form,38.51,0.0,19.0,332,38.51,5.72289156626506,0.0
2025-03-18,Life,Google,Lead Web,341.87,12.68,434.0,46628,26.96135646687697,0.9307712104315004,2.921658986175115
2025-03-18,Life,Google,Other,71.41,1.0,51.0,403,71.41,12.655086848635236,1.9607843137254901
2025-03-18,Sucrose,Facebook,Lead Form,558.78,48.0,0.0,61501,11.64125,0.0,4800.0
2025-03-18,Sucrose,Facebook,Lead Web,257.9,0.0,0.0,31227,257.9,0.0,0.0
2025-03-18,Sucrose,Google,Lead Web,241.09,20.6,543.0,121125,11.703398058252427,0.4482972136222911,3.7937384898710866
2025-03-19,Dairy,Facebook,Lead Form,161.7,9.0,0.0,9446,17.966666666666665,0.0,900.0
2025-03-19,Dairy,Facebook,Lead Web,23.08,0.0,0.0,3113,23.08,0.0,0.0
2025-03-19,Dairy,Google,Lead Web,110.53,10.44,455.0,97334,10.587164750957855,0.46746255162635875,2.2945054945054943
2025-03-19,Life,Facebook,Lead Form,191.45000000000002,15.0,0.0,10676,12.763333333333334,0.0,1500.0
2025-03-19,Life,Facebook,Lead Web,136.22,0.0,0.0,8762,136.22,0.0,0.0
2025-03-19,Life,Google,Lead Form,20.3,1.0,9.0,198,20.3,4.545454545454546,11.11111111111111
2025-03-19,Life,Google,Lead Web,356.39,23.35,397.0,50316,15.262955032119914,0.7890134350902297,5.881612090680101
2025-03-19,Life,Google,Other,99.03,1.0,62.0,570,99.03,10.87719298245614,1.6129032258064515
2025-03-19,Sucrose,Facebook,Lead Form,546.49,50.0,0.0,58917,10.9298,0.0,5000.0
2025-03-19,Sucrose,Facebook,Lead Web,267.51,0.0,0.0,20629,267.51,0.0,0.0
2025-03-19,Sucrose,Google,Lead Web,296.48,23.39,762.0,176301,12.675502351432236,0.4322153589599605,3.0695538057742784
2025-03-20,Dairy,Facebook,Lead Form,177.53,5.0,0.0,14766,35.506,0.0,500.0
2025-03-20,Dairy,Facebook,Lead Web,21.24,0.0,0.0,2138,21.24,0.0,0.0
2025-03-20,Dairy,Google,Lead Web,89.58000000000001,8.29,283.0,63948,10.805790108564539,0.4425470694939639,2.9293286219081267
2025-03-20,Life,Facebook,Lead Form,378.33,17.0,0.0,19849,22.25470588235294,0.0,1700.0
2025-03-20,Life,Facebook,Lead Web,139.8,0.0,0.0,11179,139.8,0.0,0.0
2025-03-20,Life,Google,Lead Form,22.31,0.0,9.0,268,22.31,3.3582089552238807,0.0
2025-03-20,Life,Google,Lead Web,314.68,16.51,384.0,46839,19.059963658388853,0.8198296291551912,4.299479166666667
2025-03-20,Life,Google,Other,78.42,0.0,48.0,464,78.42,10.344827586206897,0.0
2025-03-20,Sucrose,Facebook,Lead Form,553.77,54.0,0.0,62451,10.254999999999999,0.0,5400.0
2025-03-20,Sucrose,Facebook,Lead Web,0.06,0.0,0.0,11,0.06,0.0,0.0
2025-03-20,Sucrose,Google,Lead Web,292.83,14.44,723.0,175866,20.279085872576175,0.4111084575756542,1.9972337482710927
2025-03-21,Dairy,Facebook,Lead Form,146.64,5.0,0.0,10556,29.327999999999996,0.0,500.0
2025-03-21,Dairy,Facebook,Lead Web,28.86,0.0,0.0,2855,28.86,0.0,0.0
2025-03-21,Dairy,Google,Lead Web,90.08,0.49,152.0,27171,183.83673469387756,0.5594199698207648,0.3223684210526316
2025-03-21,Life,Facebook,Lead Form,389.60999999999996,25.0,0.0,18109,15.584399999999999,0.0,2500.0
2025-03-21,Life,Facebook,Lead Web,143.52,0.0,0.0,10372,143.52,0.0,0.0
2025-03-21,Life,Google,Lead Form,43.94,1.0,19.0,407,43.94,4.668304668304668,5.263157894736842
2025-03-21,Life,Google,Lead Web,327.98,16.89,450.0,127596,19.418590882178805,0.3526756324649675,3.7533333333333334
2025-03-21,Life,Google,Other,92.38,0.0,50.0,491,92.38,10.183299389002038,0.0
2025-03-21,Sucrose,Facebook,Lead Form,536.77,38.0,0.0,62765,14.125526315789473,0.0,3800.0
2025-03-21,Sucrose,Facebook,Lead Web,46.38,0.0,0.0,5879,46.38,0.0,0.0
2025-03-21,Sucrose,Google,Lead Web,278.21,20.14,435.0,99916,13.81380337636544,0.435365707194043,4.629885057471265
2025-03-22,Dairy,Facebook,Lead Form,185.69,8.0,0.0,13834,23.21125,0.0,800.0
2025-03-22,Dairy,Facebook,Lead Web,25.76,0.0,0.0,2550,25.76,0.0,0.0
2025-03-22,Dairy,Google,Lead Web,204.38,12.05,775.0,168250,16.960995850622407,0.4606240713224369,1.5548387096774194
2025-03-22,Life,Facebook,Lead Form,374.14,16.0,0.0,17953,23.38375,0.0,1600.0
2025-03-22,Life,Facebook,Lead Web,142.59,0.0,0.0,10225,142.59,0.0,0.0
2025-03-22,Life,Google,Lead Form,106.51,2.0,20.0,525,53.255,3.8095238095238098,10.0
2025-03-22,Life,Google,Lead Web,387.84,29.3,517.0,161682,13.236860068259384,0.31976348634974827,5.667311411992263
2025-03-22,Life,Google,Other,69.35,3.0,45.0,359,23.116666666666664,12.534818941504177,6.666666666666667
2025-03-22,Sucrose,Facebook,Lead Form,568.06,39.0,0.0,63942,14.565641025641025,0.0,3900.0
2025-03-22,Sucrose,Facebook,Lead Web,180.02,0.0,0.0,21174,180.02,0.0,0.0
2025-03-22,Sucrose,Google,Lead Web,296.63,17.98,527.0,115761,16.497775305895438,0.4552483133352338,3.4117647058823533
2025-03-23,Dairy,Facebook,Lead Form,196.48,5.0,0.0,14453,39.296,0.0,500.0
2025-03-23,Dairy,Facebook,Lead Web,12.14,0.0,0.0,845,12.14,0.0,0.0
2025-03-23,Dairy,Google,Lead Web,243.5,16.08,934.0,233789,15.143034825870648,0.3995055370440868,1.7216274089935757
2025-03-23,Life,Facebook,Lead Form,403.42,15.0,0.0,18582,26.89466666666667,0.0,1500.0
2025-03-23,Life,Facebook,Lead Web,155.64,0.0,0.0,9576,155.64,0.0,0.0
2025-03-23,Life,Google,Lead Form,31.52,1.0,11.0,482,31.52,2.2821576763485476,9.090909090909092
2025-03-23,Life,Google,Lead Web,335.39,15.51,224.0,34393,21.624113475177303,0.6512953217224435,6.924107142857143
2025-03-23,Life,Google,Other,57.79,1.0,36.0,335,57.79,10.746268656716417,2.7777777777777777
2025-03-23,Sucrose,Facebook,Lead Form,564.79,43.0,0.0,63601,13.134651162790696,0.0,4300.0
2025-03-23,Sucrose,Facebook,Lead Web,298.26,0.0,0.0,33146,298.26,0.0,0.0
2025-03-23,Sucrose,Google,Lead Web,281.2,17.32,367.0,71390,16.23556581986143,0.5140776019050287,4.7193460490463215
2025-03-24,Dairy,Facebook,Lead Form,167.82,6.0,0.0,11667,27.97,0.0,600.0
2025-03-24,Dairy,Facebook,Lead Web,6.25,0.0,0.0,558,6.25,0.0,0.0
2025-03-24,Dairy,Google,Lead Web,268.94,7.119999999999999,996.0,269163,37.772471910112365,0.3700360004904092,0.7148594377510039
2025-03-24,Life,Facebook,Lead Form,374.1,14.0,0.0,18435,26.72142857142857,0.0,1400.0
2025-03-24,Life,Facebook,Lead Web,227.7,0.0,0.0,15931,227.7,0.0,0.0
2025-03-24,Life,Google,Lead Form,108.48,1.0,38.0,606,108.48,6.270627062706271,2.631578947368421
2025-03-24,Life,Google,Lead Web,350.0,13.21,251.0,26426,26.495079485238453,0.9498221448573374,5.2629482071713145
2025-03-24,Life,Google,Other,44.5,0.0,31.0,228,44.5,13.596491228070176,0.0
2025-03-24,Sucrose,Facebook,Lead Form,558.38,39.0,0.0,60064,14.317435897435898,0.0,3900.0
2025-03-24,Sucrose,Facebook,Lead Web,329.15,0.0,0.0,38515,329.15,0.0,0.0
2025-03-24,Sucrose,Google,Lead Web,290.22,19.57,489.0,152368,14.829841594276957,0.32093352934999475,4.002044989775051
2025-03-25,Dairy,Facebook,Lead Form,158.33,5.0,0.0,10370,31.666000000000004,0.0,500.0
2025-03-25,Dairy,Facebook,Lead Web,38.89,0.0,0.0,4186,38.89,0.0,0.0
2025-03-25,Dairy,Google,Lead Web,208.92000000000002,7.01,678.0,174201,29.803138373751786,0.389205572872716,1.0339233038348083
2025-03-25,Life,Facebook,Lead Form,380.5,26.0,0.0,15687,14.634615384615385,0.0,2600.0
2025-03-25,Life,Facebook,Lead Web,214.41,0.0,0.0,14958,214.41,0.0,0.0
2025-03-25,Life,Google,Lead Form,147.09,2.0,36.0,795,73.545,4.528301886792453,5.555555555555555
2025-03-25,Life,Google,Lead Web,271.26,15.56,263.0,29364,17.433161953727506,0.895654542977796,5.916349809885932
2025-03-25,Life,Google,Other,36.57,3.0,34.0,248,12.19,13.709677419354838,8.823529411764707
2025-03-25,Sucrose,Facebook,Lead Form,538.08,21.0,0.0,62738,25.622857142857146,0.0,2100.0
2025-03-25,Sucrose,Facebook,Lead Web,333.08,0.0,0.0,38225,333.08,0.0,0.0
2025-03-25,Sucrose,Google,Lead Web,287.54,21.98,758.0,283788,13.081892629663331,0.2671007935501149,2.899736147757256
2025-03-26,Dairy,Facebook,Lead Form,356.47,9.0,0.0,25448,39.607777777777784,0.0,900.0
2025-03-26,Dairy,Facebook,Lead Web,38.63,0.0,0.0,3600,38.63,0.0,0.0
2025-03-26,Dairy,Google,Lead Web,129.77,4.4399999999999995,452.0,122014,29.227477477477482,0.3704492927041159,0.9823008849557521
2025-03-26,Life,Facebook,Lead Form,380.73,23.0,0.0,18209,16.553478260869564,0.0,2300.0
2025-03-26,Life,Facebook,Lead Web,234.06,0.0,0.0,19143,234.06,0.0,0.0
2025-03-26,Life,Google,Lead Form,87.72,4.0,30.0,613,21.93,4.893964110929853,13.333333333333334
2025-03-26,Life,Google,Lead Web,343.81,11.03,340.0,35303,31.17044424297371,0.9630909554428801,3.244117647058823
2025-03-26,Life,Google,Other,46.9,2.0,37.0,372,23.45,9.946236559139784,5.405405405405405
2025-03-26,Sucrose,Facebook,Lead Form,524.96,30.0,0.0,66158,17.49866666666667,0.0,3000.0
2025-03-26,Sucrose,Facebook,Lead Web,313.68,0.0,0.0,34719,313.68,0.0,0.0
2025-03-26,Sucrose,Google,Lead Web,256.51,22.8,630.0,204301,11.250438596491227,0.30836853466209174,3.619047619047619
2025-03-27,Dairy,Facebook,Lead Form,567.42,12.0,0.0,35532,47.285,0.0,1200.0
2025-03-27,Dairy,Facebook,Lead Web,65.22,0.0,0.0,6161,65.22,0.0,0.0
2025-03-27,Dairy,Google,Lead Web,115.35,10.51,339.0,79604,10.975261655566127,0.42585799708557365,3.1002949852507378
2025-03-27,Life,Facebook,Lead Form,388.95,25.0,0.0,15851,15.558,0.0,2500.0
2025-03-27,Life,Facebook,Lead Web,243.6,0.0,0.0,16625,243.6,0.0,0.0
2025-03-27,Life,Google,Lead Form,51.44,2.0,24.0,634,25.72,3.7854889589905363,8.333333333333332
2025-03-27,Life,Google,Lead Web,324.41,9.03,256.0,28503,35.925802879291254,0.8981510718170016,3.5273437499999996
2025-03-27,Life,Google,Other,34.22,1.0,27.0,219,34.22,12.32876712328767,3.7037037037037033
2025-03-27,Sucrose,Facebook,Lead Form,533.76,33.0,0.0,66932,16.174545454545456,0.0,3300.0
2025-03-27,Sucrose,Facebook,Lead Web,318.96,0.0,0.0,29720,318.96,0.0,0.0
2025-03-27,Sucrose,Google,Lead Web,177.2,7.0,322.0,88660,25.314285714285713,0.3631852018948793,2.1739130434782608
2025-03-28,Dairy,Facebook,Lead Form,560.26,18.0,0.0,42952,31.125555555555554,0.0,1800.0
2025-03-28,Dairy,Facebook,Lead Web,69.42,0.0,0.0,8598,69.42,0.0,0.0
2025-03-28,Dairy,Google,Lead Web,283.28000000000003,11.59,876.0,218707,24.441760138050046,0.40053587676663294,1.3230593607305936
2025-03-28,Life,Facebook,Lead Form,368.76,18.0,0.0,17411,20.486666666666665,0.0,1800.0
2025-03-28,Life,Facebook,Lead Web,230.29,0.0,0.0,17364,230.29,0.0,0.0
2025-03-28,Life,Google,Lead Form,85.29,2.0,28.0,559,42.645,5.008944543828265,7.142857142857142
2025-03-28,Life,Google,Lead Web,327.6,14.7,316.0,58258,22.28571428571429,0.5424147756531291,4.651898734177215
2025-03-28,Life,Google,Other,31.990000000000002,1.0,31.0,301,31.990000000000002,10.299003322259136,3.225806451612903
2025-03-28,Sucrose,Facebook,Lead Form,500.79,26.0,0.0,59727,19.261153846153846,0.0,2600.0
2025-03-28,Sucrose,Facebook,Lead Web,316.2,0.0,0.0,34321,316.2,0.0,0.0
2025-03-28,Sucrose,Google,Lead Web,166.89,5.06,229.0,69576,32.98221343873518,0.329136483845004,2.2096069868995634
2025-03-29,Dairy,Facebook,Lead Form,419.53,3.0,0.0,31324,139.84333333333333,0.0,300.0
2025-03-29,Dairy,Facebook,Lead Web,69.83,0.0,0.0,8036,69.83,0.0,0.0
2025-03-29,Dairy,Google,Lead Web,228.37,15.01,787.0,179309,15.214523650899402,0.43890713795738084,1.9072426937738245
2025-03-29,Life,Facebook,Lead Form,391.82,19.0,0.0,17449,20.622105263157895,0.0,1900.0
2025-03-29,Life,Facebook,Lead Web,242.88,0.0,0.0,16366,242.88,0.0,0.0
2025-03-29,Life,Google,Lead Form,67.99,1.0,21.0,641,67.99,3.2761310452418098,4.761904761904762
2025-03-29,Life,Google,Lead Web,272.92,18.01,413.0,123851,15.153803442531926,0.3334652122308257,4.3607748184019375
2025-03-29,Life,Google,Other,42.64,0.0,36.0,240,42.64,15.0,0.0
2025-03-29,Sucrose,Facebook,Lead Form,539.33,29.0,0.0,54416,18.597586206896555,0.0,2900.0
2025-03-29,Sucrose,Facebook,Lead Web,308.64,0.0,0.0,34893,308.64,0.0,0.0
2025-03-29,Sucrose,Google,Lead Web,118.37,7.91,225.0,77138,14.964601769911505,0.2916850320205346,3.5155555555555558
2025-03-30,Dairy,Facebook,Lead Form,376.32,12.0,0.0,28314,31.36,0.0,1200.0
2025-03-30,Dairy,Facebook,Lead Web,69.32,0.0,0.0,6777,69.32,0.0,0.0
2025-03-30,Dairy,Google,Lead Web,34.21,1.0,126.0,23972,34.21,0.5256132154179877,0.7936507936507936
2025-03-30,Life,Facebook,Lead Form,381.96,20.0,0.0,16712,19.098,0.0,2000.0
2025-03-30,Life,Facebook,Lead Web,242.39,0.0,0.0,13924,242.39,0.0,0.0
2025-03-30,Life,Google,Lead Form,124.91,3.0,50.0,1031,41.63666666666666,4.849660523763336,6.0
2025-03-30,Life,Google,Lead Web,48.69,1.5,97.0,26856,32.46,0.36118558236520704,1.5463917525773196
2025-03-30,Life,Google,Other,44.12,2.0,36.0,350,22.06,10.285714285714285,5.555555555555555
2025-03-30,Sucrose,Facebook,Lead Form,540.04,31.0,0.0,51606,17.42064516129032,0.0,3100.0
2025-03-30,Sucrose,Facebook,Lead Web,319.15,0.0,0.0,34241,319.15,0.0,0.0
2025-03-30,Sucrose,Google,Lead Web,15.51,1.0,29.0,8997,15.51,0.3223296654440369,3.4482758620689653
2025-03-31,Dairy,Facebook,Lead Form,197.32,5.0,0.0,13857,39.464,0.0,500.0
2025-03-31,Dairy,Facebook,Lead Web,51.82,0.0,0.0,6445,51.82,0.0,0.0
2025-03-31,Dairy,Google,Lead Web,120.94999999999999,3.01,539.0,142737,40.182724252491695,0.37761757638173704,0.5584415584415584
2025-03-31,Life,Facebook,Lead Form,351.85,16.0,0.0,16161,21.990625,0.0,1600.0
2025-03-31,Life,Facebook,Lead Web,145.44,0.0,0.0,9996,145.44,0.0,0.0
2025-03-31,Life,Google,Lead Form,58.99,3.0,25.0,613,19.663333333333334,4.078303425774878,12.0
2025-03-31,Life,Google,Lead Web,143.77,5.98,168.0,20890,24.04180602006689,0.8042125418860698,3.5595238095238098
2025-03-31,Life,Google,Other,36.98,1.0,41.0,220,36.98,18.636363636363637,2.4390243902439024
2025-03-31,Sucrose,Facebook,Lead Form,465.09,31.0,0.0,52612,15.00290322580645,0.0,3100.0
2025-03-31,Sucrose,Facebook,Lead Web,163.04,0.0,0.0,16328,163.04,0.0,0.0
2025-03-31,Sucrose,Google,Lead Web,213.43,14.96,599.0,183328,14.266711229946523,0.3267367777971723,2.4974958263772957
2025-04-01,Dairy,Facebook,Lead Form,85.23,4.0,0.0,5382,21.3075,0.0,400.0
2025-04-01,Dairy,Facebook,Lead Web,14.23,0.0,0.0,2144,14.23,0.0,0.0
2025-04-01,Dairy,Google,Lead Web,228.32,7.97,734.0,209364,28.647427854454204,0.3505855830037638,1.0858310626702996
2025-04-01,Life,Facebook,Lead Form,301.69,18.0,0.0,19341,16.760555555555555,0.0,1800.0
2025-04-01,Life,Facebook,Lead Web,11.19,0.0,0.0,572,11.19,0.0,0.0
2025-04-01,Life,Google,Lead Form,101.67,5.0,34.0,601,20.334,5.657237936772046,14.705882352941178
2025-04-01,Life,Google,Lead Web,282.54,14.28,290.0,46599,19.78571428571429,0.622330951307968,4.924137931034482
2025-04-01,Life,Google,Other,33.45,2.0,36.0,402,16.725,8.955223880597014,5.555555555555555
2025-04-01,Sucrose,Facebook,Lead Form,251.92,14.0,0.0,37828,17.994285714285713,0.0,1400.0
2025-04-01,Sucrose,Facebook,Lead Web,7.32,0.0,0.0,774,7.32,0.0,0.0
2025-04-01,Sucrose,Google,Lead Web,200.91,10.02,390.0,78128,20.050898203592816,0.49918083145607206,2.569230769230769
2025-04-02,Dairy,Facebook,Lead Form,9.54,0.0,0.0,403,9.54,0.0,0.0
2025-04-02,Dairy,Facebook,Lead Web,16.96,0.0,0.0,2888,16.96,0.0,0.0
2025-04-02,Dairy,Google,Lead Web,149.79000000000002,5.02,482.0,132075,29.8386454183267,0.364944160514859,1.0414937759336098
2025-04-02,Life,Facebook,Lead Form,299.33,21.0,0.0,18982,14.253809523809522,0.0,2100.0
2025-04-02,Life,Facebook,Lead Web,55.03,0.0,0.0,5058,55.03,0.0,0.0
2025-04-02,Life,Google,Lead Form,86.13,1.0,23.0,559,86.13,4.114490161001789,4.3478260869565215
2025-04-02,Life,Google,Lead Web,214.74,14.79,195.0,19049,14.51926977687627,1.0236757835056958,7.584615384615384
2025-04-02,Life,Google,Other,51.120000000000005,0.0,39.0,491,51.120000000000005,7.942973523421588,0.0
2025-04-02,Sucrose,Facebook,Lead Form,241.81,14.0,0.0,33366,17.272142857142857,0.0,1400.0
2025-04-02,Sucrose,Facebook,Lead Web,23.03,0.0,0.0,3342,23.03,0.0,0.0
2025-04-02,Sucrose,Google,Lead Web,214.4,16.07,580.0,138143,13.341630367143747,0.4198547881543039,2.7706896551724136
2025-04-03,Dairy,Facebook,Lead Form,15.81,0.0,0.0,897,15.81,0.0,0.0
2025-04-03,Dairy,Facebook,Lead Web,7.48,0.0,0.0,924,7.48,0.0,0.0
2025-04-03,Dairy,Google,Lead Web,75.10000000000001,5.13,148.0,45841,14.639376218323589,0.3228550860583321,3.4662162162162162
2025-04-03,Life,Facebook,Lead Form,247.41,19.0,0.0,15952,13.02157894736842,0.0,1900.0
2025-04-03,Life,Facebook,Lead Web,56.96,0.0,0.0,4582,56.96,0.0,0.0
2025-04-03,Life,Google,Lead Form,121.52,1.0,21.0,561,121.52,3.7433155080213902,4.761904761904762
2025-04-03,Life,Google,Lead Web,247.02,9.72,221.0,26153,25.41358024691358,0.845027339119795,4.398190045248869
2025-04-03,Life,Google,Other,87.49000000000001,1.0,52.0,494,87.49000000000001,10.526315789473683,1.9230769230769231
2025-04-03,Sucrose,Facebook,Lead Form,221.8,18.0,0.0,29518,12.322222222222223,0.0,1800.0
2025-04-03,Sucrose,Facebook,Lead Web,45.36,0.0,0.0,7186,45.36,0.0,0.0
2025-04-03,Sucrose,Google,Lead Web,185.7,17.66,522.0,123190,10.51528878822197,0.42373569283221046,3.383141762452108
2025-04-04,Dairy,Facebook,Lead Form,9.57,0.0,0.0,432,9.57,0.0,0.0
2025-04-04,Dairy,Facebook,Lead Web,13.88,0.0,0.0,2324,13.88,0.0,0.0
2025-04-04,Dairy,Google,Lead Web,69.8,7.95,152.0,45756,8.779874213836477,0.3321968703558003,5.230263157894737
2025-04-04,Life,Facebook,Lead Form,253.51,24.0,0.0,17575,10.562916666666666,0.0,2400.0
2025-04-04,Life,Facebook,Lead Web,52.87,0.0,0.0,4442,52.87,0.0,0.0
2025-04-04,Life,Google,Lead Form,79.02,1.0,29.0,478,79.02,6.066945606694561,3.4482758620689653
2025-04-04,Life,Google,Lead Web,177.78,19.2,185.0,23238,9.259375,0.7961098201222137,10.378378378378377
2025-04-04,Life,Google,Other,85.58000000000001,3.0,61.0,469,28.52666666666667,13.00639658848614,4.918032786885246
2025-04-04,Sucrose,Facebook,Lead Form,241.22,25.0,0.0,30754,9.6488,0.0,2500.0
2025-04-04,Sucrose,Facebook,Lead Web,28.82,0.0,0.0,4817,28.82,0.0,0.0
2025-04-04,Sucrose,Google,Lead Web,148.27,14.65,287.0,68601,10.120819112627986,0.4183612483783035,5.104529616724738
2025-04-05,Dairy,Facebook,Lead Form,5.04,0.0,0.0,286,5.04,0.0,0.0
2025-04-05,Dairy,Facebook,Lead Web,45.05,0.0,0.0,6910,45.05,0.0,0.0
2025-04-05,Dairy,Google,Lead Web,96.53,11.77,224.0,57333,8.201359388275277,0.39069994592991814,5.254464285714286
2025-04-05,Life,Facebook,Lead Form,287.61,16.0,0.0,18258,17.975625,0.0,1600.0
2025-04-05,Life,Facebook,Lead Web,61.65,0.0,0.0,4151,61.65,0.0,0.0
2025-04-05,Life,Google,Lead Form,85.32,5.0,27.0,363,17.064,7.43801652892562,18.51851851851852
2025-04-05,Life,Google,Lead Web,218.13,7.66,123.0,16333,28.476501305483026,0.7530765933998653,6.227642276422764
2025-04-05,Life,Google,Other,72.98,0.0,48.0,500,72.98,9.6,0.0
2025-04-05,Sucrose,Facebook,Lead Form,291.97,19.0,0.0,31672,15.36684210526316,0.0,1900.0
